CustomerID|ContactName|Address|City|Region|PostalCode|Country|OrderID|OrderDate|ShippedDate|RequiredDate|ProductName|Quantity|UnitPrice|Discount|TotalSales|FinalSales
ANATR|Ana Trujillo|Avda. de la Constitución 2222|México D.F.||05021|Mexico|10308.0|1996-09-18|1996-09-24|1996-10-16|Gudbrandsdalsost|1.0|28.8|0.0|28.8|28.8
ANATR|Ana Trujillo|Avda. de la Constitución 2222|México D.F.||05021|Mexico|10308.0|1996-09-18|1996-09-24|1996-10-16|Outback Lager|5.0|12.0|0.0|60.0|60.0
ANATR|Ana Trujillo|Avda. de la Constitución 2222|México D.F.||05021|Mexico|10625.0|1997-08-08|1997-08-14|1997-09-05|Camembert Pierrot|10.0|34.0|0.0|340.0|340.0
ANATR|Ana Trujillo|Avda. de la Constitución 2222|México D.F.||05021|Mexico|10625.0|1997-08-08|1997-08-14|1997-09-05|Singaporean Hokkien Fried Mee|5.0|14.0|0.0|70.0|70.0
ANATR|Ana Trujillo|Avda. de la Constitución 2222|México D.F.||05021|Mexico|10625.0|1997-08-08|1997-08-14|1997-09-05|Tofu|3.0|23.25|0.0|69.75|69.75
ANATR|Ana Trujillo|Avda. de la Constitución 2222|México D.F.||05021|Mexico|10759.0|1997-11-28|1997-12-12|1997-12-26|Mascarpone Fabioli|10.0|32.0|0.0|320.0|320.0
ANATR|Ana Trujillo|Avda. de la Constitución 2222|México D.F.||05021|Mexico|10926.0|1998-03-04|1998-03-11|1998-04-01|Konbu|10.0|6.0|0.0|60.0|60.0
ANATR|Ana Trujillo|Avda. de la Constitución 2222|México D.F.||05021|Mexico|10926.0|1998-03-04|1998-03-11|1998-04-01|Mozzarella di Giovanni|10.0|34.8|0.0|348.0|348.0
ANATR|Ana Trujillo|Avda. de la Constitución 2222|México D.F.||05021|Mexico|10926.0|1998-03-04|1998-03-11|1998-04-01|Queso Cabrales|2.0|21.0|0.0|42.0|42.0
ANATR|Ana Trujillo|Avda. de la Constitución 2222|México D.F.||05021|Mexico|10926.0|1998-03-04|1998-03-11|1998-04-01|Teatime Chocolate Biscuits|7.0|9.2|0.0|64.4|64.4
ANTON|Antonio Moreno|Mataderos  2312|México D.F.||05023|Mexico|10365.0|1996-11-27|1996-12-02|1996-12-25|Queso Cabrales|24.0|16.8|0.0|403.2|403.2
ANTON|Antonio Moreno|Mataderos  2312|México D.F.||05023|Mexico|10507.0|1997-04-15|1997-04-22|1997-05-13|Chocolade|15.0|12.75|0.15000000596046448|191.25|162.56
ANTON|Antonio Moreno|Mataderos  2312|México D.F.||05023|Mexico|10507.0|1997-04-15|1997-04-22|1997-05-13|Ipoh Coffee|15.0|46.0|0.15000000596046448|690.0|586.5
ANTON|Antonio Moreno|Mataderos  2312|México D.F.||05023|Mexico|10535.0|1997-05-13|1997-05-21|1997-06-10|Boston Crab Meat|10.0|18.4|0.10000000149011612|184.0|165.6
ANTON|Antonio Moreno|Mataderos  2312|México D.F.||05023|Mexico|10535.0|1997-05-13|1997-05-21|1997-06-10|Queso Cabrales|50.0|21.0|0.10000000149011612|1050.0|945.0
ANTON|Antonio Moreno|Mataderos  2312|México D.F.||05023|Mexico|10535.0|1997-05-13|1997-05-21|1997-06-10|Raclette Courdavault|15.0|55.0|0.10000000149011612|825.0|742.5
ANTON|Antonio Moreno|Mataderos  2312|México D.F.||05023|Mexico|10535.0|1997-05-13|1997-05-21|1997-06-10|Ravioli Angelo|5.0|19.5|0.10000000149011612|97.5|87.75
ANTON|Antonio Moreno|Mataderos  2312|México D.F.||05023|Mexico|10573.0|1997-06-19|1997-06-20|1997-07-17|Alice Mutton|18.0|39.0|0.0|702.0|702.0
ANTON|Antonio Moreno|Mataderos  2312|México D.F.||05023|Mexico|10573.0|1997-06-19|1997-06-20|1997-07-17|Perth Pasties|25.0|32.8|0.0|820.0|820.0
ANTON|Antonio Moreno|Mataderos  2312|México D.F.||05023|Mexico|10573.0|1997-06-19|1997-06-20|1997-07-17|Sasquatch Ale|40.0|14.0|0.0|560.0|560.0
ANTON|Antonio Moreno|Mataderos  2312|México D.F.||05023|Mexico|10677.0|1997-09-22|1997-09-26|1997-10-20|Geitost|8.0|2.5|0.15000000596046448|20.0|17.0
ANTON|Antonio Moreno|Mataderos  2312|México D.F.||05023|Mexico|10677.0|1997-09-22|1997-09-26|1997-10-20|Gumbär Gummibärchen|30.0|31.23|0.15000000596046448|936.9|796.36
ANTON|Antonio Moreno|Mataderos  2312|México D.F.||05023|Mexico|10682.0|1997-09-25|1997-10-01|1997-10-23|Geitost|30.0|2.5|0.0|75.0|75.0
ANTON|Antonio Moreno|Mataderos  2312|México D.F.||05023|Mexico|10682.0|1997-09-25|1997-10-01|1997-10-23|Louisiana Hot Spiced Okra|4.0|17.0|0.0|68.0|68.0
ANTON|Antonio Moreno|Mataderos  2312|México D.F.||05023|Mexico|10682.0|1997-09-25|1997-10-01|1997-10-23|Rhönbräu Klosterbier|30.0|7.75|0.0|232.5|232.5
ANTON|Antonio Moreno|Mataderos  2312|México D.F.||05023|Mexico|10856.0|1998-01-28|1998-02-10|1998-02-25|Chang|20.0|19.0|0.0|380.0|380.0
ANTON|Antonio Moreno|Mataderos  2312|México D.F.||05023|Mexico|10856.0|1998-01-28|1998-02-10|1998-02-25|Singaporean Hokkien Fried Mee|20.0|14.0|0.0|280.0|280.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10355.0|1996-11-15|1996-11-20|1996-12-13|Guaraná Fantástica|25.0|3.6|0.0|90.0|90.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10355.0|1996-11-15|1996-11-20|1996-12-13|Ravioli Angelo|25.0|15.6|0.0|390.0|390.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10383.0|1996-12-16|1996-12-18|1997-01-13|Gnocchi di nonna Alice|20.0|30.4|0.0|608.0|608.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10383.0|1996-12-16|1996-12-18|1997-01-13|Konbu|20.0|4.8|0.0|96.0|96.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10383.0|1996-12-16|1996-12-18|1997-01-13|Valkoinen suklaa|15.0|13.0|0.0|195.0|195.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10453.0|1997-02-21|1997-02-26|1997-03-21|Chocolade|15.0|10.2|0.10000000149011612|153.0|137.7
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10453.0|1997-02-21|1997-02-26|1997-03-21|Outback Lager|25.0|12.0|0.10000000149011612|300.0|270.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10558.0|1997-06-04|1997-06-10|1997-07-02|Filo Mix|30.0|7.0|0.0|210.0|210.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10558.0|1997-06-04|1997-06-10|1997-07-02|Manjimup Dried Apples|20.0|53.0|0.0|1060.0|1060.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10558.0|1997-06-04|1997-06-10|1997-07-02|Perth Pasties|18.0|32.8|0.0|590.4|590.4
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10558.0|1997-06-04|1997-06-10|1997-07-02|Röd Kaviar|3.0|15.0|0.0|45.0|45.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10558.0|1997-06-04|1997-06-10|1997-07-02|Zaanse koeken|25.0|9.5|0.0|237.5|237.5
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10707.0|1997-10-16|1997-10-23|1997-10-30|Outback Lager|28.0|15.0|0.15000000596046448|420.0|357.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10707.0|1997-10-16|1997-10-23|1997-10-30|Pâté chinois|21.0|24.0|0.0|504.0|504.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10707.0|1997-10-16|1997-10-23|1997-10-30|Ravioli Angelo|40.0|19.5|0.0|780.0|780.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10741.0|1997-11-14|1997-11-18|1997-11-28|Chang|15.0|19.0|0.20000000298023224|285.0|228.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10743.0|1997-11-17|1997-11-21|1997-12-15|Spegesild|28.0|12.0|0.05000000074505806|336.0|319.2
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10768.0|1997-12-08|1997-12-15|1998-01-05|Camembert Pierrot|15.0|34.0|0.0|510.0|510.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10768.0|1997-12-08|1997-12-15|1998-01-05|Flotemysost|12.0|21.5|0.0|258.0|258.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10768.0|1997-12-08|1997-12-15|1998-01-05|Gorgonzola Telino|50.0|12.5|0.0|625.0|625.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10768.0|1997-12-08|1997-12-15|1998-01-05|Gustaf's Knäckebröd|4.0|21.0|0.0|84.0|84.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10793.0|1997-12-24|1998-01-08|1998-01-21|Filo Mix|8.0|7.0|0.0|56.0|56.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10793.0|1997-12-24|1998-01-08|1998-01-21|Jack's New England Clam Chowder|14.0|9.65|0.0|135.1|135.1
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10864.0|1998-02-02|1998-02-09|1998-03-02|Laughing Lumberjack Lager|15.0|14.0|0.0|210.0|210.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10864.0|1998-02-02|1998-02-09|1998-03-02|Steeleye Stout|4.0|18.0|0.0|72.0|72.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10920.0|1998-03-03|1998-03-09|1998-03-31|Valkoinen suklaa|24.0|16.25|0.0|390.0|390.0
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10953.0|1998-03-16|1998-03-25|1998-03-30|Gorgonzola Telino|50.0|12.5|0.05000000074505806|625.0|593.75
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|10953.0|1998-03-16|1998-03-25|1998-03-30|Sir Rodney's Marmalade|50.0|81.0|0.05000000074505806|4050.0|3847.5
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|11016.0|1998-04-10|1998-04-13|1998-05-08|Gorgonzola Telino|15.0|12.5|0.0|187.5|187.5
AROUT|Thomas Hardy|120 Hanover Sq.|London||WA1 1DP|UK|11016.0|1998-04-10|1998-04-13|1998-05-08|Inlagd Sill|16.0|19.0|0.0|304.0|304.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10278.0|1996-08-12|1996-08-16|1996-09-09|Gula Malacca|16.0|15.5|0.0|248.0|248.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10278.0|1996-08-12|1996-08-16|1996-09-09|Raclette Courdavault|15.0|44.0|0.0|660.0|660.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10278.0|1996-08-12|1996-08-16|1996-09-09|Röd Kaviar|25.0|12.0|0.0|300.0|300.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10278.0|1996-08-12|1996-08-16|1996-09-09|Vegie-spread|8.0|35.1|0.0|280.8|280.8
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10280.0|1996-08-14|1996-09-12|1996-09-11|Guaraná Fantástica|12.0|3.6|0.0|43.2|43.2
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10280.0|1996-08-14|1996-09-12|1996-09-11|Pâté chinois|20.0|19.2|0.0|384.0|384.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10280.0|1996-08-14|1996-09-12|1996-09-11|Rhönbräu Klosterbier|30.0|6.2|0.0|186.0|186.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10384.0|1996-12-16|1996-12-20|1997-01-13|Camembert Pierrot|15.0|27.2|0.0|408.0|408.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10384.0|1996-12-16|1996-12-20|1997-01-13|Sir Rodney's Marmalade|28.0|64.8|0.0|1814.4|1814.4
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10444.0|1997-02-12|1997-02-21|1997-03-12|Alice Mutton|10.0|31.2|0.0|312.0|312.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10444.0|1997-02-12|1997-02-21|1997-03-12|Gumbär Gummibärchen|15.0|24.9|0.0|373.5|373.5
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10444.0|1997-02-12|1997-02-21|1997-03-12|Jack's New England Clam Chowder|30.0|7.7|0.0|231.0|231.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10444.0|1997-02-12|1997-02-21|1997-03-12|Steeleye Stout|8.0|14.4|0.0|115.2|115.2
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10445.0|1997-02-13|1997-02-20|1997-03-13|Chartreuse verte|6.0|14.4|0.0|86.4|86.4
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10445.0|1997-02-13|1997-02-20|1997-03-13|Tourtière|15.0|5.9|0.0|88.5|88.5
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10524.0|1997-05-01|1997-05-07|1997-05-29|Ikura|2.0|31.0|0.0|62.0|62.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10524.0|1997-05-01|1997-05-07|1997-05-29|Ipoh Coffee|60.0|46.0|0.0|2760.0|2760.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10524.0|1997-05-01|1997-05-07|1997-05-29|Nord-Ost Matjeshering|10.0|25.89|0.0|258.9|258.9
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10524.0|1997-05-01|1997-05-07|1997-05-29|Tourtière|15.0|7.45|0.0|111.75|111.75
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10572.0|1997-06-18|1997-06-25|1997-07-16|Boston Crab Meat|50.0|18.4|0.0|920.0|920.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10572.0|1997-06-18|1997-06-25|1997-07-16|Mascarpone Fabioli|10.0|32.0|0.10000000149011612|320.0|288.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10572.0|1997-06-18|1997-06-25|1997-07-16|Pavlova|12.0|17.45|0.10000000149011612|209.4|188.46
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10572.0|1997-06-18|1997-06-25|1997-07-16|Rhönbräu Klosterbier|15.0|7.75|0.10000000149011612|116.25|104.63
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10626.0|1997-08-11|1997-08-20|1997-09-08|Camembert Pierrot|20.0|34.0|0.0|680.0|680.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10626.0|1997-08-11|1997-08-20|1997-09-08|Flotemysost|20.0|21.5|0.0|430.0|430.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10626.0|1997-08-11|1997-08-20|1997-09-08|Perth Pasties|12.0|32.8|0.0|393.6|393.6
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10654.0|1997-09-02|1997-09-11|1997-09-30|Chartreuse verte|20.0|18.0|0.10000000149011612|360.0|324.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10654.0|1997-09-02|1997-09-11|1997-09-30|Chef Anton's Cajun Seasoning|12.0|22.0|0.10000000149011612|264.0|237.6
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10654.0|1997-09-02|1997-09-11|1997-09-30|Tourtière|6.0|7.45|0.10000000149011612|44.7|40.23
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10672.0|1997-09-17|1997-09-26|1997-10-01|Côte de Blaye|15.0|263.5|0.10000000149011612|3952.5|3557.25
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10672.0|1997-09-17|1997-09-26|1997-10-01|Flotemysost|12.0|21.5|0.0|258.0|258.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10689.0|1997-10-01|1997-10-07|1997-10-29|Chai|35.0|18.0|0.25|630.0|472.5
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10733.0|1997-11-07|1997-11-10|1997-12-05|Filo Mix|25.0|7.0|0.0|175.0|175.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10733.0|1997-11-07|1997-11-10|1997-12-05|Rössle Sauerkraut|20.0|45.6|0.0|912.0|912.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10733.0|1997-11-07|1997-11-10|1997-12-05|Tofu|16.0|23.25|0.0|372.0|372.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10778.0|1997-12-16|1997-12-24|1998-01-13|Jack's New England Clam Chowder|10.0|9.65|0.0|96.5|96.5
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10837.0|1998-01-16|1998-01-23|1998-02-13|Boston Crab Meat|25.0|18.4|0.0|460.0|460.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10837.0|1998-01-16|1998-01-23|1998-02-13|Konbu|6.0|6.0|0.0|36.0|36.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10837.0|1998-01-16|1998-01-23|1998-02-13|Lakkalikööri|21.0|18.0|0.25|378.0|283.5
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10837.0|1998-01-16|1998-01-23|1998-02-13|Zaanse koeken|40.0|9.5|0.25|380.0|285.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10857.0|1998-01-28|1998-02-06|1998-02-25|Aniseed Syrup|30.0|10.0|0.0|300.0|300.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10857.0|1998-01-28|1998-02-06|1998-02-25|Gumbär Gummibärchen|35.0|31.23|0.25|1093.05|819.79
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10857.0|1998-01-28|1998-02-06|1998-02-25|Thüringer Rostbratwurst|10.0|123.79|0.25|1237.9|928.43
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10866.0|1998-02-03|1998-02-12|1998-03-03|Chang|21.0|19.0|0.25|399.0|299.25
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10866.0|1998-02-03|1998-02-12|1998-03-03|Guaraná Fantástica|6.0|4.5|0.25|27.0|20.25
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10866.0|1998-02-03|1998-02-12|1998-03-03|Nord-Ost Matjeshering|40.0|25.89|0.25|1035.6|776.7
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10875.0|1998-02-06|1998-03-03|1998-03-06|Maxilaku|15.0|20.0|0.0|300.0|300.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10875.0|1998-02-06|1998-03-03|1998-03-06|Teatime Chocolate Biscuits|25.0|9.2|0.0|230.0|230.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10875.0|1998-02-06|1998-03-03|1998-03-06|Zaanse koeken|21.0|9.5|0.10000000149011612|199.5|179.55
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10924.0|1998-03-04|1998-04-08|1998-04-01|Ikura|20.0|31.0|0.10000000149011612|620.0|558.0
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10924.0|1998-03-04|1998-04-08|1998-04-01|Rhönbräu Klosterbier|6.0|7.75|0.0|46.5|46.5
BERGS|Christina Berglund|Berguvsvägen  8|Luleå||S-958 22|Sweden|10924.0|1998-03-04|1998-04-08|1998-04-01|Rössle Sauerkraut|30.0|45.6|0.10000000149011612|1368.0|1231.2
BLAUS|Hanna Moos|Forsterstr. 57|Mannheim||68306|Germany|10501.0|1997-04-09|1997-04-16|1997-05-07|Tourtière|20.0|7.45|0.0|149.0|149.0
BLAUS|Hanna Moos|Forsterstr. 57|Mannheim||68306|Germany|10509.0|1997-04-17|1997-04-29|1997-05-15|Rössle Sauerkraut|3.0|45.6|0.0|136.8|136.8
BLAUS|Hanna Moos|Forsterstr. 57|Mannheim||68306|Germany|10582.0|1997-06-27|1997-07-14|1997-07-25|Lakkalikööri|14.0|18.0|0.0|252.0|252.0
BLAUS|Hanna Moos|Forsterstr. 57|Mannheim||68306|Germany|10582.0|1997-06-27|1997-07-14|1997-07-25|Ravioli Angelo|4.0|19.5|0.0|78.0|78.0
BLAUS|Hanna Moos|Forsterstr. 57|Mannheim||68306|Germany|10614.0|1997-07-29|1997-08-01|1997-08-26|Chartreuse verte|5.0|18.0|0.0|90.0|90.0
BLAUS|Hanna Moos|Forsterstr. 57|Mannheim||68306|Germany|10614.0|1997-07-29|1997-08-01|1997-08-26|Queso Cabrales|14.0|21.0|0.0|294.0|294.0
BLAUS|Hanna Moos|Forsterstr. 57|Mannheim||68306|Germany|10614.0|1997-07-29|1997-08-01|1997-08-26|Sir Rodney's Scones|8.0|10.0|0.0|80.0|80.0
BLAUS|Hanna Moos|Forsterstr. 57|Mannheim||68306|Germany|10853.0|1998-01-27|1998-02-03|1998-02-24|Carnarvon Tigers|10.0|62.5|0.0|625.0|625.0
BLAUS|Hanna Moos|Forsterstr. 57|Mannheim||68306|Germany|10956.0|1998-03-17|1998-03-20|1998-04-28|Manjimup Dried Apples|8.0|53.0|0.0|424.0|424.0
BLAUS|Hanna Moos|Forsterstr. 57|Mannheim||68306|Germany|10956.0|1998-03-17|1998-03-20|1998-04-28|Sir Rodney's Scones|12.0|10.0|0.0|120.0|120.0
BLAUS|Hanna Moos|Forsterstr. 57|Mannheim||68306|Germany|10956.0|1998-03-17|1998-03-20|1998-04-28|Zaanse koeken|14.0|9.5|0.0|133.0|133.0
BLAUS|Hanna Moos|Forsterstr. 57|Mannheim||68306|Germany|11058.0|1998-04-29||1998-05-27|Camembert Pierrot|21.0|34.0|0.0|714.0|714.0
BLAUS|Hanna Moos|Forsterstr. 57|Mannheim||68306|Germany|11058.0|1998-04-29||1998-05-27|Sir Rodney's Scones|3.0|10.0|0.0|30.0|30.0
BLAUS|Hanna Moos|Forsterstr. 57|Mannheim||68306|Germany|11058.0|1998-04-29||1998-05-27|Sirop d'érable|4.0|28.5|0.0|114.0|114.0
BLONP|Frédérique Citeaux|24, place Kléber|Strasbourg||67000|France|10265.0|1996-07-25|1996-08-12|1996-08-22|Alice Mutton|30.0|31.2|0.0|936.0|936.0
BLONP|Frédérique Citeaux|24, place Kléber|Strasbourg||67000|France|10265.0|1996-07-25|1996-08-12|1996-08-22|Outback Lager|20.0|12.0|0.0|240.0|240.0
BLONP|Frédérique Citeaux|24, place Kléber|Strasbourg||67000|France|10297.0|1996-09-04|1996-09-10|1996-10-16|Chartreuse verte|60.0|14.4|0.0|864.0|864.0
BLONP|Frédérique Citeaux|24, place Kléber|Strasbourg||67000|France|10297.0|1996-09-04|1996-09-10|1996-10-16|Mozzarella di Giovanni|20.0|27.8|0.0|556.0|556.0
BLONP|Frédérique Citeaux|24, place Kléber|Strasbourg||67000|France|10360.0|1996-11-22|1996-12-02|1996-12-20|Côte de Blaye|10.0|210.8|0.0|2108.0|2108.0
BLONP|Frédérique Citeaux|24, place Kléber|Strasbourg||67000|France|10360.0|1996-11-22|1996-12-02|1996-12-20|Maxilaku|35.0|16.0|0.0|560.0|560.0
BLONP|Frédérique Citeaux|24, place Kléber|Strasbourg||67000|France|10360.0|1996-11-22|1996-12-02|1996-12-20|Rössle Sauerkraut|30.0|36.4|0.0|1092.0|1092.0
BLONP|Frédérique Citeaux|24, place Kléber|Strasbourg||67000|France|10360.0|1996-11-22|1996-12-02|1996-12-20|Thüringer Rostbratwurst|35.0|99.0|0.0|3465.0|3465.0
BLONP|Frédérique Citeaux|24, place Kléber|Strasbourg||67000|France|10360.0|1996-11-22|1996-12-02|1996-12-20|Tourtière|28.0|5.9|0.0|165.2|165.2
BLONP|Frédérique Citeaux|24, place Kléber|Strasbourg||67000|France|10436.0|1997-02-05|1997-02-11|1997-03-05|Gnocchi di nonna Alice|40.0|30.4|0.10000000149011612|1216.0|1094.4
